HUC12RNG,NS_CA_4.2.10c,UR_CA_4.2.10c,NS_CA_4.2.11c,UR_CA_4.2.11c,NS_CA_4.2.12,UR_CA_4.2.12,NS_CA_4.2.13c,UR_CA_4.2.13c,NS_CA_4.2.14,UR_CA_4.2.14,NS_CA_4.2.7c,UR_CA_4.2.7c,NS_CA_4.2.8c,UR_CA_4.2.8c,NS_CA_4.2.9c,UR_CA_4.2.9c,NS_CT_4.4.1,UR_CT_4.4.1,NS_CT_4.4.11,UR_CT_4.4.11,NS_CT_4.4.13,UR_CT_4.4.13,NS_CT_4.4.14u,UR_CT_4.4.14u,NS_CT_4.4.15,UR_CT_4.4.15,NS_CT_4.4.16,UR_CT_4.4.16,NS_CT_4.4.17h,UR_CT_4.4.17h,NS_CT_4.4.17s,UR_CT_4.4.17s,NS_CT_4.4.17w,UR_CT_4.4.17w,NS_CT_4.4.18,UR_CT_4.4.18,NS_CT_4.4.8,UR_CT_4.4.8,NS_CT_4.4.9,UR_CT_4.4.9,NS_CW_4.3.10,UR_CW_4.3.10,NS_CW_4.3.11,UR_CW_4.3.11,NS_CW_4.3.2,UR_CW_4.3.2,NS_CW_4.3.3,UR_CW_4.3.3,NS_CW_4.3.4,UR_CW_4.3.4,NS_CW_4.3.6,UR_CW_4.3.6,NS_CW_4.3.7,UR_CW_4.3.7,NS_CW_4.3.8,UR_CW_4.3.8,NS_CW_4.3.9,UR_CW_4.3.9,NS_CW_4.4.14w,UR_CW_4.4.14w,NS_MA_4.2.13a,UR_MA_4.2.13a,NS_MA_4.2.13b,UR_MA_4.2.13b,NS_MA_4.2.13c,UR_MA_4.2.13c,NS_MA_4.2.6a,UR_MA_4.2.6a,NS_MA_4.2.7a,UR_MA_4.2.7a,NS_MA_4.2.7b,UR_MA_4.2.7b,NS_MA_4.2.7c,UR_MA_4.2.7c,NS_MA_4.2.8a,UR_MA_4.2.8a,NS_MA_4.2.8b,UR_MA_4.2.8b,NS_MA_4.2.8c,UR_MA_4.2.8c,NS_MA_4.2.9a,UR_MA_4.2.9a,NS_MA_4.2.9b,UR_MA_4.2.9b,NS_MA_4.2.9c,UR_MA_4.2.9c,NS_MT_4.4.1,UR_MT_4.4.1,NS_MT_4.4.10,UR_MT_4.4.10,NS_MT_4.4.11,UR_MT_4.4.11,NS_MT_4.4.12,UR_MT_4.4.12,NS_MT_4.4.17h,UR_MT_4.4.17h,NS_MT_4.4.17s,UR_MT_4.4.17s,NS_MT_4.4.17w,UR_MT_4.4.17w,NS_MT_4.4.18,UR_MT_4.4.18,NS_MT_4.4.2,UR_MT_4.4.2,NS_MT_4.4.3,UR_MT_4.4.3,NS_MT_4.4.4,UR_MT_4.4.4,NS_MT_4.4.5,UR_MT_4.4.5,NS_MT_4.4.6,UR_MT_4.4.6,NS_MT_4.4.7,UR_MT_4.4.7,NS_MT_4.4.8,UR_MT_4.4.8,NS_MW_4.3.1,UR_MW_4.3.1,NS_MW_4.3.10,UR_MW_4.3.10,NS_MW_4.3.5,UR_MW_4.3.5,NS_MW_4.3.9,UR_MW_4.3.9,NS_PA_4.2.13b,UR_PA_4.2.13b,NS_PA_4.2.13c,UR_PA_4.2.13c,NS_PA_4.2.7b,UR_PA_4.2.7b,NS_PA_4.2.7c,UR_PA_4.2.7c,NS_PA_4.2.8b,UR_PA_4.2.8b,NS_PA_4.2.8c,UR_PA_4.2.8c,NS_PA_4.2.9b,UR_PA_4.2.9b,NS_PA_4.2.9c,UR_PA_4.2.9c,NS_PT_4.4.1,UR_PT_4.4.1,NS_PT_4.4.10,UR_PT_4.4.10,NS_PT_4.4.11,UR_PT_4.4.11,NS_PT_4.4.13,UR_PT_4.4.13,NS_PT_4.4.17h,UR_PT_4.4.17h,NS_PT_4.4.17s,UR_PT_4.4.17s,NS_PT_4.4.17w,UR_PT_4.4.17w,NS_PT_4.4.18,UR_PT_4.4.18,NS_PT_4.4.5,UR_PT_4.4.5,NS_PT_4.4.8,UR_PT_4.4.8,NS_PT_4.4.9,UR_PT_4.4.9,NS_PW_4.3.10,UR_PW_4.3.10,NS_PW_4.3.5,UR_PW_4.3.5,NS_PW_4.3.9,UR_PW_4.3.9,NS_SA_4.2.13c,UR_SA_4.2.13c,NS_SA_4.2.7c,UR_SA_4.2.7c,NS_SA_4.2.8c,UR_SA_4.2.8c,NS_SA_4.2.9c,UR_SA_4.2.9c,NS_ST_4.4.1,UR_ST_4.4.1,NS_ST_4.4.11,UR_ST_4.4.11,NS_ST_4.4.13,UR_ST_4.4.13,NS_ST_4.4.17h,UR_ST_4.4.17h,NS_ST_4.4.17s,UR_ST_4.4.17s,NS_ST_4.4.17w,UR_ST_4.4.17w,NS_ST_4.4.18,UR_ST_4.4.18,NS_ST_4.4.9,UR_ST_4.4.9,NS_SW_4.3.11,UR_SW_4.3.11,NS_SW_4.3.4,UR_SW_4.3.4,NS_SW_4.3.5,UR_SW_4.3.5,NS_SW_4.3.7,UR_SW_4.3.7,NS_SW_4.3.8,UR_SW_4.3.8,NS_SW_4.3.9,UR_SW_4.3.9
030101070601,10,0.7961,18,1.2486,20,1.3279,8,0.4693,7,0.5032,1,0.0756,7,0.5657,3,0.1423,1,0.0868,10,0.7078,17,1.2055,14,1.2082,9,0.6431,4,0.2283,17,1.2778,15,1.1356,6,0.4779,9,0.6834,1,0.0868,13,0.8515,3,0.2422,16,1.3420,23,1.5574,23,1.6086,21,1.4843,15,1.1252,13,0.8951,13,1.0898,8,0.8622,7,0.5989,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,3,0.2577,3,0.2577,3,0.2577,3,0.2062,9,0.7947,6,0.3856,9,0.7658,10,0.7824,7,0.5779,4,0.2687,4,0.3204,4,0.4097,3,0.2250,3,0.1544,1,0.0517,1,0.0868,3,0.2454,4,0.2864,0,0.0000,0,0.0000,7,0.5321,0,0.0000,12,0.8010,12,0.8010,2,0.1624,2,0.1624,2,0.1624,2,0.1624,5,0.4201,5,0.4201,1,0.0868,3,0.2015,11,0.8310,6,0.4787,11,0.8189,11,0.8339,5,0.3246,4,0.3205,1,0.0517,1,0.0868,6,0.4987,2,0.1916,15,1.0598,4,0.4930,1,0.0756,2,0.1273,3,0.2567,1,0.0756,1,0.0868,7,0.6753,11,0.9447,8,0.5869,7,0.6021,5,0.4756,4,0.2673,0,0.0000,4,0.3783,7,0.4747,2,0.1826,4,0.2497,1,0.0937,0,0.0000
030101070602,10,2.4362,18,4.8443,21,3.8183,10,1.4852,9,1.2115,1,0.2487,7,1.7419,3,0.6448,2,0.0532,10,0.7752,17,1.5442,16,2.8736,11,1.0321,6,0.3641,16,0.8072,15,0.7365,5,0.1826,9,0.7546,1,0.0532,13,3.2579,3,1.3704,15,2.1746,26,3.3557,24,8.0510,22,7.6442,16,1.8468,13,2.7827,13,2.5172,8,3.9475,7,1.4448,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,4,0.5757,4,0.5757,3,0.5757,4,0.3190,10,1.0666,6,1.2717,10,1.2403,11,0.4899,8,0.3825,5,0.2725,5,0.1598,5,0.5109,4,0.2865,4,1.0461,1,0.3675,2,0.0532,3,0.2744,4,0.4270,1,0.0000,0,0.0000,8,3.4379,0,0.0000,14,2.3405,14,2.3405,3,0.3019,3,0.3019,3,0.3019,3,0.3019,6,0.8776,6,0.8776,2,0.0532,3,0.2477,11,0.6647,7,0.5727,11,0.3559,11,0.3708,4,0.1635,5,0.5293,1,0.3675,2,0.0532,7,0.8837,3,0.4635,15,4.9951,5,0.6923,1,0.2487,2,0.6162,3,1.8954,1,0.2487,1,0.0532,8,0.4739,12,1.8444,8,0.5039,7,0.2833,5,0.1826,5,0.4866,0,0.0000,4,0.4558,7,3.9110,2,0.2430,4,0.8449,1,0.1993,0,0.0000
030101070603,10,0.5596,18,1.1220,21,1.1860,10,0.6060,9,0.4378,1,0.0463,7,0.3951,3,0.1216,2,0.0300,10,0.2466,17,0.4027,16,0.7323,11,0.3970,6,0.3135,16,0.5163,15,0.4600,5,0.1465,9,0.3606,1,0.0300,13,0.3897,3,0.1963,14,0.3256,26,1.2664,23,1.2692,21,1.1888,16,0.9237,13,0.4805,13,0.4366,7,0.4396,7,0.2537,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,4,0.1478,4,0.1478,3,0.1478,4,0.0942,10,0.2250,6,0.2407,10,0.3074,11,0.2841,8,0.2049,5,0.1261,5,0.1109,5,0.1126,4,0.0763,4,0.1608,1,0.0499,2,0.0300,3,0.1129,4,0.1412,1,0.0000,0,0.0000,8,0.4291,0,0.0000,14,0.5733,14,0.5733,3,0.0763,3,0.0763,3,0.0763,3,0.0763,6,0.2240,6,0.2240,2,0.0300,3,0.0622,11,0.2499,7,0.1621,11,0.2679,11,0.2837,4,0.1356,5,0.1433,1,0.0499,2,0.0300,7,0.1905,3,0.0962,15,0.7540,4,0.1566,1,0.0463,2,0.0962,3,0.2190,1,0.0463,1,0.0300,8,0.1851,12,0.3331,8,0.2404,7,0.2086,5,0.1465,5,0.1270,0,0.0000,4,0.1048,7,0.4858,2,0.0665,4,0.1308,1,0.0363,0,0.0000
030101070701,9,0.2850,13,0.4160,14,0.3672,5,0.0873,5,0.1637,1,0.0255,6,0.2271,3,0.0574,2,0.0708,10,0.2197,16,0.6428,13,0.4683,9,0.2447,2,0.0627,15,0.4385,15,0.4675,5,0.1313,8,0.2290,1,0.0293,10,0.2999,3,0.1227,12,0.5244,17,0.4422,18,0.6198,16,0.5651,12,0.2705,11,0.3546,10,0.5816,6,0.2486,6,0.2527,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,4,0.1346,4,0.1346,3,0.0931,4,0.1255,9,0.2515,7,0.1237,11,0.2917,11,0.2453,8,0.2041,5,0.1066,5,0.1259,5,0.2101,5,0.1128,4,0.1043,1,0.0423,2,0.0708,3,0.0658,4,0.0868,2,0.0415,1,0.0000,8,0.3197,1,0.0000,10,0.2646,10,0.2646,3,0.0963,3,0.0963,3,0.0963,3,0.0963,6,0.1894,6,0.1894,2,0.0708,3,0.0231,12,0.2469,7,0.1596,11,0.3599,11,0.3720,4,0.0649,5,0.1359,1,0.0423,2,0.0708,7,0.1557,4,0.1087,13,0.4712,5,0.1500,1,0.0255,2,0.0678,3,0.1657,1,0.0255,1,0.0293,8,0.2085,10,0.4442,8,0.1879,7,0.1987,5,0.1313,5,0.1402,0,0.0000,3,0.2870,4,0.2416,2,0.0766,3,0.1103,1,0.0518,0,0.0000
030101070702,9,0.4447,14,0.6817,16,0.6774,6,0.2154,6,0.3122,1,0.0357,6,0.3468,3,0.0750,2,0.1021,10,0.4283,16,0.8277,13,0.6898,10,0.5465,3,0.0872,15,1.0168,15,1.0097,5,0.2828,8,0.5955,1,0.0522,11,0.4234,3,0.1612,12,0.6278,19,1.0245,19,0.9399,17,0.8189,13,0.8710,12,0.5302,11,0.6718,6,0.3185,6,0.3422,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,4,0.1588,4,0.1588,3,0.1089,4,0.1992,9,0.3315,7,0.3588,11,0.5700,11,0.5664,8,0.4318,5,0.2749,5,0.2443,5,0.2459,5,0.2206,4,0.2790,1,0.0641,2,0.1021,3,0.2005,4,0.2363,2,0.1283,1,0.0785,8,0.4796,1,0.0785,11,0.3522,11,0.3522,3,0.1377,3,0.1377,3,0.1377,3,0.1377,6,0.2467,6,0.2467,2,0.1021,3,0.0648,12,0.5173,7,0.2750,11,0.6288,11,0.6847,4,0.2461,5,0.2268,1,0.0641,2,0.1021,7,0.3266,4,0.2313,13,0.7360,5,0.3043,1,0.0357,2,0.0998,3,0.1774,1,0.0357,1,0.0522,8,0.3355,10,0.6551,8,0.4509,7,0.4385,5,0.2828,5,0.2402,0,0.0000,3,0.2949,4,0.2626,2,0.1025,3,0.1496,1,0.0496,0,0.0000
030101070703,9,0.4788,14,0.8164,15,0.7673,6,0.3062,5,0.2925,1,0.0372,6,0.3694,3,0.0877,2,0.1394,10,0.4097,16,1.2810,13,0.8530,9,0.4936,2,0.0862,15,0.9612,15,1.0129,5,0.2951,8,0.4909,1,0.0606,11,0.5356,3,0.1951,12,1.0898,18,0.9336,19,0.9878,17,0.9041,13,0.7022,12,0.6204,11,1.1081,6,0.3909,6,0.4607,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,4,0.2123,4,0.2123,3,0.1335,4,0.2379,9,0.4832,6,0.2039,10,0.5766,11,0.5244,8,0.4310,5,0.2163,5,0.2669,5,0.4111,4,0.2193,3,0.2005,1,0.0566,2,0.1394,3,0.1340,4,0.1664,1,0.0788,0,0.0000,7,0.5296,0,0.0000,10,0.4265,10,0.4265,3,0.1766,3,0.1766,3,0.1766,3,0.1766,6,0.3101,6,0.3101,2,0.1394,3,0.0342,11,0.4827,7,0.2916,11,0.7788,11,0.8052,4,0.1492,5,0.2610,1,0.0566,2,0.1394,6,0.2989,3,0.1983,12,0.7933,4,0.2773,1,0.0372,2,0.0938,3,0.2581,1,0.0372,1,0.0606,8,0.4142,10,0.9052,8,0.3990,7,0.4437,5,0.2951,5,0.2587,0,0.0000,3,0.6087,4,0.3670,2,0.1506,3,0.2033,1,0.0986,0,0.0000
030101070704,9,0.3321,14,0.5128,15,0.5284,6,0.2035,5,0.2054,1,0.0263,6,0.2602,3,0.0571,2,0.1110,10,0.3402,16,0.9184,13,0.6121,8,0.3174,1,0.0880,15,0.5017,15,0.5518,5,0.1874,8,0.3109,1,0.0432,11,0.8055,3,0.1141,11,0.7593,17,0.6188,19,1.0440,17,0.9840,13,0.4322,13,0.8697,11,0.9656,5,0.2249,6,0.3583,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,4,0.1865,4,0.1865,3,0.1188,4,0.1829,9,0.4091,6,0.1600,10,0.4527,11,0.3607,8,0.3078,5,0.1632,5,0.1803,5,0.3472,4,0.1755,3,0.1564,1,0.0424,2,0.1110,3,0.0927,4,0.1169,1,0.0678,0,0.0000,7,0.3552,0,0.0000,10,0.3399,10,0.3399,3,0.1374,3,0.1374,3,0.1374,3,0.1374,6,0.2561,6,0.2561,2,0.1110,3,0.0357,11,0.3863,7,0.2372,11,0.4205,11,0.4382,4,0.0961,5,0.1922,1,0.0424,2,0.1110,6,0.2234,3,0.1577,12,0.5354,4,0.1997,1,0.0263,2,0.0687,3,0.1731,1,0.0263,1,0.0432,8,0.3365,10,0.7439,8,0.2457,7,0.2795,5,0.1874,5,0.1879,0,0.0000,3,0.5307,4,0.2260,2,0.1260,3,0.1654,1,0.0895,0,0.0000
030101070705,9,0.5442,14,0.9790,16,0.8896,6,0.3625,6,0.3173,1,0.0460,6,0.4706,3,0.1083,2,0.1297,10,0.3995,16,1.1006,13,0.8568,10,0.4740,3,0.1442,15,0.7617,15,0.8162,5,0.2405,8,0.4336,1,0.0547,11,0.5985,3,0.2613,12,0.8910,19,1.0305,19,1.3466,17,1.2475,13,0.6961,12,0.7028,11,1.1307,6,0.4970,6,0.4544,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,4,0.2534,4,0.2534,3,0.1784,4,0.2355,9,0.4450,6,0.3051,10,0.6083,11,0.4489,8,0.3722,5,0.1941,5,0.2337,5,0.3715,4,0.2060,3,0.2752,1,0.0786,2,0.1297,3,0.1198,4,0.1628,1,0.0750,0,0.0000,7,0.6433,0,0.0000,11,0.4920,11,0.4920,3,0.1757,3,0.1757,3,0.1757,3,0.1757,6,0.3541,6,0.3541,2,0.1297,3,0.0366,11,0.4449,7,0.2855,11,0.6152,11,0.6327,4,0.1217,5,0.2506,1,0.0786,2,0.1297,6,0.2686,3,0.1976,12,0.9064,4,0.2612,1,0.0460,2,0.1246,3,0.3313,1,0.0460,1,0.0547,8,0.3720,10,0.7778,8,0.3506,7,0.3659,5,0.2405,5,0.2612,0,0.0000,3,0.4938,4,0.5029,2,0.1307,3,0.1950,1,0.0863,0,0.0000
030101070706,9,0.3120,16,0.6010,16,0.5339,7,0.2247,5,0.1873,1,0.0271,6,0.2591,3,0.0633,2,0.0615,10,0.2260,17,0.4886,14,0.4526,8,0.2822,1,0.0482,16,0.4900,15,0.5001,5,0.1378,8,0.2849,1,0.0280,11,0.2958,3,0.1377,12,0.3653,18,0.6631,20,0.7417,18,0.6755,14,0.5135,13,0.3716,12,0.4699,5,0.2643,7,0.2220,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,4,0.1180,4,0.1180,3,0.0844,4,0.1198,10,0.2037,6,0.1757,10,0.3046,12,0.2698,8,0.2125,5,0.1280,5,0.1250,5,0.1660,4,0.0965,3,0.1367,1,0.0430,2,0.0615,3,0.0882,4,0.1113,1,0.0335,0,0.0000,7,0.3371,0,0.0000,11,0.2566,11,0.2566,3,0.0886,3,0.0886,3,0.0886,3,0.0886,6,0.1731,6,0.1731,2,0.0615,3,0.0297,11,0.2375,7,0.1562,12,0.3384,11,0.3614,4,0.1007,5,0.1353,1,0.0430,2,0.0615,7,0.1471,3,0.1032,13,0.5017,4,0.1477,1,0.0271,2,0.0701,3,0.1732,1,0.0271,1,0.0280,8,0.1916,11,0.3460,9,0.2171,7,0.2113,5,0.1378,5,0.1367,0,0.0000,4,0.1647,5,0.2637,2,0.0644,3,0.0954,1,0.0366,0,0.0000
030101070801,9,0.9018,17,1.5209,20,1.4440,9,0.5800,8,0.5484,1,0.0753,6,0.7647,3,0.1669,2,0.2547,10,0.7695,17,2.2991,15,1.5677,10,0.8110,5,0.2153,16,1.4694,15,1.5780,5,0.4681,8,0.7861,1,0.1034,11,1.9655,3,0.3729,12,1.8974,23,1.6650,21,2.8909,19,2.7303,15,1.1414,13,2.1420,12,2.2695,5,0.7063,7,0.8802,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,4,0.4562,4,0.4562,3,0.3049,4,0.4398,10,0.9103,6,0.4669,10,1.1181,12,0.8694,8,0.7282,5,0.3703,5,0.4447,5,0.7686,4,0.4042,3,0.4405,1,0.1229,2,0.2547,3,0.2120,4,0.2790,1,0.1513,0,0.0000,7,0.9973,0,0.0000,13,0.8597,13,0.8597,3,0.3300,3,0.3300,3,0.3300,3,0.3300,6,0.6349,6,0.6349,2,0.2547,3,0.0716,11,0.8762,7,0.5458,12,1.2457,11,1.2772,4,0.2216,5,0.4636,1,0.1229,2,0.2547,7,0.5351,3,0.3704,13,1.4783,4,0.4966,1,0.0753,2,0.1983,3,0.4964,1,0.0753,1,0.1034,8,0.7509,11,1.6442,9,0.6413,7,0.7019,5,0.4681,5,0.4708,0,0.0000,4,1.1276,5,0.7144,2,0.2851,3,0.3927,1,0.1985,0,0.0000
030101070802,9,1.2042,15,2.3264,17,1.9319,7,0.8092,6,0.6102,1,0.1196,6,0.9999,3,0.2805,2,0.2020,10,0.6527,17,1.5258,14,1.6346,10,0.7615,3,0.1888,15,0.9866,15,1.0828,5,0.2892,8,0.6637,1,0.0787,12,1.0806,3,0.5887,13,1.0736,19,2.0230,21,3.0642,19,2.8465,13,1.2990,13,1.4019,13,1.8216,6,1.1370,7,0.8325,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,4,0.4632,4,0.4632,3,0.3399,4,0.3895,10,0.6979,6,0.6178,10,0.9884,11,0.6080,8,0.5166,5,0.2962,5,0.3207,5,0.6067,4,0.3470,4,0.5150,1,0.1906,2,0.2020,3,0.1666,4,0.2510,1,0.1234,0,0.0000,8,1.4232,0,0.0000,12,1.0200,12,1.0200,3,0.3216,3,0.3216,3,0.3216,3,0.3216,6,0.6615,6,0.6615,2,0.2020,3,0.0557,11,0.6568,7,0.4948,11,0.7978,11,0.8245,4,0.1720,5,0.4432,1,0.1906,2,0.2020,7,0.4550,3,0.3828,14,1.9993,4,0.5237,1,0.1196,2,0.3102,3,0.8262,1,0.1196,1,0.0787,8,0.5647,11,1.0667,8,0.4872,7,0.4529,5,0.2892,5,0.4531,0,0.0000,4,0.5857,6,1.2594,2,0.2218,4,0.3593,1,0.1628,0,0.0000
030101070803,9,0.9516,17,1.7412,20,1.6401,9,0.6832,8,0.6123,1,0.0892,7,0.7608,3,0.2117,2,0.1514,10,0.5188,17,1.0417,15,1.2108,11,0.7704,5,0.2515,16,0.8365,15,0.8840,5,0.2480,8,0.6336,1,0.0621,11,0.8162,3,0.3798,13,0.7107,24,1.8279,21,2.1524,19,1.9757,15,1.2276,12,1.0296,12,1.2600,6,0.7939,7,0.5855,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,4,0.3371,4,0.3371,3,0.2478,4,0.2960,10,0.4946,6,0.4710,10,0.7439,12,0.5204,8,0.4186,5,0.2566,5,0.2595,5,0.4281,4,0.2551,3,0.3781,1,0.1369,2,0.1514,3,0.1689,4,0.2331,1,0.0893,0,0.0000,7,0.9095,0,0.0000,14,0.8398,14,0.8398,3,0.2405,3,0.2405,3,0.2405,3,0.2405,6,0.4884,6,0.4884,2,0.1514,3,0.0543,11,0.5302,7,0.3886,12,0.5734,11,0.6095,4,0.1795,5,0.3400,1,0.1369,2,0.1514,7,0.3537,3,0.2833,14,1.3529,4,0.3994,1,0.0892,2,0.2261,3,0.5126,1,0.0892,1,0.0621,8,0.4433,11,0.7889,9,0.4292,7,0.3874,5,0.2480,5,0.3449,0,0.0000,4,0.3791,6,0.7682,2,0.1617,3,0.2570,1,0.1085,0,0.0000
030101070804,9,0.4889,19,1.0001,21,0.8677,10,0.3996,8,0.2683,1,0.0452,7,0.4429,3,0.1100,2,0.0988,10,0.3356,17,0.7544,16,0.7775,11,0.4172,6,0.0831,17,0.6194,15,0.6513,5,0.1857,9,0.3565,1,0.0424,12,0.5086,3,0.2230,13,0.6025,26,0.9795,23,1.2439,21,1.1493,17,0.6821,13,0.6130,12,0.7742,6,0.4817,7,0.3622,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,4,0.1851,4,0.1851,3,0.1286,4,0.1866,10,0.3553,6,0.2695,10,0.4507,12,0.3701,8,0.2982,5,0.1689,5,0.1845,5,0.2827,4,0.1587,3,0.2075,1,0.0710,2,0.0988,3,0.1025,4,0.1379,1,0.0565,0,0.0000,7,0.5282,0,0.0000,14,0.4601,14,0.4601,3,0.1441,3,0.1441,3,0.1441,3,0.1441,6,0.2727,6,0.2727,2,0.0988,3,0.0526,11,0.3509,7,0.2516,12,0.4802,11,0.4999,4,0.1131,5,0.2399,1,0.0710,2,0.0988,7,0.2263,3,0.1922,14,0.8274,4,0.2632,1,0.0452,2,0.1162,3,0.2759,1,0.0452,1,0.0424,8,0.2951,11,0.5305,9,0.2944,7,0.2911,5,0.1857,5,0.2176,0,0.0000,4,0.2630,6,0.4402,2,0.1024,3,0.1559,1,0.0651,0,0.0000
030101070805,9,0.4495,20,0.8197,20,0.8060,9,0.3599,8,0.2730,1,0.0333,7,0.3577,3,0.0823,2,0.1439,10,0.3941,16,1.3015,16,0.8863,10,0.3709,5,0.2435,17,0.6374,15,0.7107,5,0.2176,9,0.3343,1,0.0508,10,0.5773,3,0.1541,11,1.1173,27,0.9163,20,0.9848,18,0.9217,19,0.6062,12,0.6277,11,1.3751,5,0.3078,6,0.4646,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,4,0.2797,4,0.2797,3,0.1865,4,0.2195,9,0.5459,6,0.1773,10,0.5974,12,0.4178,8,0.3623,5,0.1764,5,0.2174,5,0.4824,4,0.2393,3,0.2110,1,0.0502,2,0.1439,3,0.0875,4,0.1130,1,0.0931,0,0.0000,7,0.4805,0,0.0000,13,0.4739,13,0.4739,3,0.1772,3,0.1772,3,0.1772,3,0.1772,6,0.3637,6,0.3637,2,0.1439,3,0.0261,11,0.4668,7,0.2914,12,0.5866,11,0.5946,4,0.0859,5,0.2360,1,0.0502,2,0.1439,6,0.2860,3,0.1989,13,0.6896,4,0.2513,1,0.0333,2,0.0835,3,0.2486,1,0.0333,1,0.0508,8,0.4262,10,1.0011,9,0.2617,7,0.3198,5,0.2176,5,0.2313,0,0.0000,3,0.7644,5,0.3324,2,0.1640,3,0.2166,1,0.1302,0,0.0000
030101070806,10,0.5857,20,1.3513,21,1.3200,10,0.7059,9,0.4036,1,0.0490,7,0.5336,3,0.1377,2,0.0730,10,0.2633,17,0.4823,17,0.8615,12,0.4320,7,0.3206,17,0.5267,15,0.5406,5,0.1356,9,0.3701,1,0.0322,12,0.4447,3,0.2440,13,0.3609,28,1.4119,23,1.5304,21,1.4340,19,1.0637,13,0.5279,13,0.6024,6,0.5291,7,0.2844,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,4,0.2007,4,0.2007,3,0.1599,4,0.1440,10,0.2290,6,0.2511,10,0.3716,12,0.2951,8,0.2258,5,0.1444,5,0.1445,5,0.1988,4,0.1245,4,0.1965,1,0.0706,2,0.0730,3,0.0994,4,0.1320,1,0.0408,0,0.0000,8,0.5611,0,0.0000,14,0.5934,14,0.5934,3,0.1220,3,0.1220,3,0.1220,3,0.1220,6,0.2819,6,0.2819,2,0.0730,3,0.0295,11,0.2595,7,0.1972,12,0.3261,11,0.3429,4,0.1154,5,0.1901,1,0.0706,2,0.0730,7,0.1813,3,0.1492,15,0.8794,4,0.2161,1,0.0490,2,0.1195,3,0.3153,1,0.0490,1,0.0322,8,0.2170,11,0.3678,9,0.2481,7,0.2141,5,0.1356,5,0.1845,0,0.0000,4,0.1430,7,0.5685,2,0.0767,4,0.1251,1,0.0487,0,0.0000
