HUC12RNG,NS_CA_4.2.10c,UR_CA_4.2.10c,NS_CA_4.2.11c,UR_CA_4.2.11c,NS_CA_4.2.12,UR_CA_4.2.12,NS_CA_4.2.13c,UR_CA_4.2.13c,NS_CA_4.2.14,UR_CA_4.2.14,NS_CA_4.2.6a,UR_CA_4.2.6a,NS_CA_4.2.7c,UR_CA_4.2.7c,NS_CA_4.2.8c,UR_CA_4.2.8c,NS_CA_4.2.9c,UR_CA_4.2.9c,NS_CT_4.4.1,UR_CT_4.4.1,NS_CT_4.4.11,UR_CT_4.4.11,NS_CT_4.4.13,UR_CT_4.4.13,NS_CT_4.4.14u,UR_CT_4.4.14u,NS_CT_4.4.15,UR_CT_4.4.15,NS_CT_4.4.16,UR_CT_4.4.16,NS_CT_4.4.17h,UR_CT_4.4.17h,NS_CT_4.4.17s,UR_CT_4.4.17s,NS_CT_4.4.17w,UR_CT_4.4.17w,NS_CT_4.4.18,UR_CT_4.4.18,NS_CT_4.4.8,UR_CT_4.4.8,NS_CT_4.4.9,UR_CT_4.4.9,NS_CW_4.3.10,UR_CW_4.3.10,NS_CW_4.3.11,UR_CW_4.3.11,NS_CW_4.3.2,UR_CW_4.3.2,NS_CW_4.3.3,UR_CW_4.3.3,NS_CW_4.3.4,UR_CW_4.3.4,NS_CW_4.3.6,UR_CW_4.3.6,NS_CW_4.3.7,UR_CW_4.3.7,NS_CW_4.3.8,UR_CW_4.3.8,NS_CW_4.3.9,UR_CW_4.3.9,NS_CW_4.4.14w,UR_CW_4.4.14w,NS_MA_4.2.13a,UR_MA_4.2.13a,NS_MA_4.2.13b,UR_MA_4.2.13b,NS_MA_4.2.13c,UR_MA_4.2.13c,NS_MA_4.2.6a,UR_MA_4.2.6a,NS_MA_4.2.7a,UR_MA_4.2.7a,NS_MA_4.2.7b,UR_MA_4.2.7b,NS_MA_4.2.7c,UR_MA_4.2.7c,NS_MA_4.2.8a,UR_MA_4.2.8a,NS_MA_4.2.8b,UR_MA_4.2.8b,NS_MA_4.2.8c,UR_MA_4.2.8c,NS_MA_4.2.9a,UR_MA_4.2.9a,NS_MA_4.2.9b,UR_MA_4.2.9b,NS_MA_4.2.9c,UR_MA_4.2.9c,NS_MT_4.4.1,UR_MT_4.4.1,NS_MT_4.4.10,UR_MT_4.4.10,NS_MT_4.4.11,UR_MT_4.4.11,NS_MT_4.4.12,UR_MT_4.4.12,NS_MT_4.4.17h,UR_MT_4.4.17h,NS_MT_4.4.17s,UR_MT_4.4.17s,NS_MT_4.4.17w,UR_MT_4.4.17w,NS_MT_4.4.18,UR_MT_4.4.18,NS_MT_4.4.2,UR_MT_4.4.2,NS_MT_4.4.3,UR_MT_4.4.3,NS_MT_4.4.4,UR_MT_4.4.4,NS_MT_4.4.5,UR_MT_4.4.5,NS_MT_4.4.6,UR_MT_4.4.6,NS_MT_4.4.7,UR_MT_4.4.7,NS_MT_4.4.8,UR_MT_4.4.8,NS_MW_4.3.1,UR_MW_4.3.1,NS_MW_4.3.10,UR_MW_4.3.10,NS_MW_4.3.5,UR_MW_4.3.5,NS_MW_4.3.9,UR_MW_4.3.9,NS_PA_4.2.13b,UR_PA_4.2.13b,NS_PA_4.2.13c,UR_PA_4.2.13c,NS_PA_4.2.6a,UR_PA_4.2.6a,NS_PA_4.2.7b,UR_PA_4.2.7b,NS_PA_4.2.7c,UR_PA_4.2.7c,NS_PA_4.2.8b,UR_PA_4.2.8b,NS_PA_4.2.8c,UR_PA_4.2.8c,NS_PA_4.2.9b,UR_PA_4.2.9b,NS_PA_4.2.9c,UR_PA_4.2.9c,NS_PT_4.4.1,UR_PT_4.4.1,NS_PT_4.4.10,UR_PT_4.4.10,NS_PT_4.4.11,UR_PT_4.4.11,NS_PT_4.4.13,UR_PT_4.4.13,NS_PT_4.4.17h,UR_PT_4.4.17h,NS_PT_4.4.17s,UR_PT_4.4.17s,NS_PT_4.4.17w,UR_PT_4.4.17w,NS_PT_4.4.18,UR_PT_4.4.18,NS_PT_4.4.5,UR_PT_4.4.5,NS_PT_4.4.8,UR_PT_4.4.8,NS_PT_4.4.9,UR_PT_4.4.9,NS_PW_4.3.10,UR_PW_4.3.10,NS_PW_4.3.5,UR_PW_4.3.5,NS_PW_4.3.9,UR_PW_4.3.9,NS_SA_4.2.13c,UR_SA_4.2.13c,NS_SA_4.2.6a,UR_SA_4.2.6a,NS_SA_4.2.7c,UR_SA_4.2.7c,NS_SA_4.2.8c,UR_SA_4.2.8c,NS_SA_4.2.9c,UR_SA_4.2.9c,NS_ST_4.4.1,UR_ST_4.4.1,NS_ST_4.4.11,UR_ST_4.4.11,NS_ST_4.4.13,UR_ST_4.4.13,NS_ST_4.4.17h,UR_ST_4.4.17h,NS_ST_4.4.17s,UR_ST_4.4.17s,NS_ST_4.4.17w,UR_ST_4.4.17w,NS_ST_4.4.18,UR_ST_4.4.18,NS_ST_4.4.9,UR_ST_4.4.9,NS_SW_4.3.10,UR_SW_4.3.10,NS_SW_4.3.11,UR_SW_4.3.11,NS_SW_4.3.4,UR_SW_4.3.4,NS_SW_4.3.5,UR_SW_4.3.5,NS_SW_4.3.7,UR_SW_4.3.7,NS_SW_4.3.8,UR_SW_4.3.8,NS_SW_4.3.9,UR_SW_4.3.9
030201040101,19,0.3512,24,0.4279,33,0.6272,21,0.3566,15,0.2974,1,0.0430,4,0.0938,12,0.3317,7,0.0989,1,0.0276,14,0.7421,24,0.9431,20,0.4075,10,0.4556,11,0.3963,20,1.0792,17,0.9724,9,0.7235,11,0.8194,1,0.0276,16,0.7294,6,0.1526,17,0.8251,34,0.8988,25,0.6170,24,0.5874,24,0.6130,18,0.4649,19,0.4264,9,0.2503,10,0.1862,1,0.0129,1,0.0129,1,0.0129,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1,0.0129,1,0.0129,1,0.0129,4,0.0531,4,0.0531,4,0.0531,3,0.0664,11,0.2622,9,0.1841,10,0.2400,11,0.3029,6,0.1774,4,0.0834,4,0.0922,10,0.2232,8,0.1639,5,0.1051,1,0.0034,1,0.0276,3,0.0948,4,0.1067,0,0.0000,0,0.0000,5,0.0755,0,0.0000,20,0.3588,21,0.3768,1,0.0430,3,0.0604,5,0.1214,5,0.0897,7,0.1507,9,0.1310,10,0.1490,1,0.0276,10,0.2706,17,0.4246,11,0.2708,11,0.2974,10,0.2998,6,0.1542,5,0.1255,1,0.0034,1,0.0276,11,0.2399,3,0.1040,16,0.7205,7,0.2005,10,0.1620,1,0.0430,5,0.0972,8,0.1303,8,0.1384,1,0.0276,13,0.3821,16,0.4105,9,0.2381,9,0.3191,7,0.2185,7,0.2063,4,0.1205,1,0.0430,8,0.2457,8,0.1881,6,0.1539,8,0.2343,10,0.2681,4,0.0747
030201040102,19,1.9734,24,2.5355,33,3.8533,20,2.5162,13,1.0854,1,0.2809,4,0.5570,12,1.4108,7,0.5697,1,0.0811,15,1.1999,26,2.0684,20,1.8761,9,1.1627,11,2.0083,21,2.1345,18,1.8077,9,1.1495,11,1.3016,1,0.0811,18,1.8530,7,0.7244,21,2.2175,33,3.9334,26,2.5515,25,2.4456,25,3.3833,20,1.9257,20,1.8339,14,2.0530,10,0.8853,1,0.1042,1,0.1042,1,0.1042,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1,0.1042,1,0.1042,1,0.1042,4,0.3892,4,0.3892,4,0.3892,3,0.1945,11,0.7498,9,0.5242,10,0.7246,11,0.9601,6,0.4940,4,0.2215,4,0.3809,10,0.6968,8,0.5007,5,0.3151,1,0.0358,1,0.0811,3,0.2730,4,0.3063,0,0.0000,0,0.0000,6,0.3181,0,0.0000,20,2.1646,21,2.2408,1,0.2809,3,0.2811,5,0.6381,5,0.4657,7,0.8228,9,0.7523,10,0.8285,1,0.0811,10,0.7603,17,1.3074,11,0.7606,12,1.1080,11,0.9972,6,0.5195,5,0.5004,1,0.0358,1,0.0811,11,0.7804,3,0.4844,17,1.4378,8,0.8154,10,1.4027,1,0.2809,5,0.5928,8,0.7879,8,0.6214,1,0.0811,14,1.4134,19,1.8799,9,0.8165,9,0.9176,7,0.7887,7,0.7326,5,0.4930,1,0.2809,9,1.0513,8,0.7966,5,0.5822,9,1.0411,10,1.1620,5,0.3939
030201040103,22,2.2244,28,3.1979,37,3.8027,24,2.4788,20,1.2787,1,0.4202,4,0.7915,12,1.6916,7,0.7148,1,0.0491,15,1.6546,26,2.3808,20,1.8033,12,0.7529,15,1.3083,23,2.1125,18,1.9325,9,1.4140,12,1.5154,1,0.0491,21,2.2687,7,0.9779,22,2.6469,44,3.2623,29,3.2810,28,3.2013,31,2.8973,22,2.0374,22,1.9290,14,2.1258,10,0.9132,1,0.1072,3,0.1360,3,0.1360,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1,0.1072,1,0.1072,1,0.1072,4,0.3648,4,0.3648,4,0.3648,3,0.1434,11,0.6008,9,0.4493,10,0.4422,12,0.6506,6,0.2929,4,0.1548,4,0.2196,10,0.4873,8,0.3407,6,0.2414,1,0.0676,1,0.0491,3,0.1804,4,0.2204,0,0.0000,0,0.0000,8,0.5693,0,0.0000,23,2.0107,24,2.1880,1,0.4202,3,0.2431,5,0.8407,5,0.4684,7,1.0659,9,0.7514,10,0.9287,1,0.0491,10,0.6714,17,1.0449,11,0.6017,13,0.8015,11,0.6536,6,0.3854,5,0.4155,1,0.0676,1,0.0491,11,0.5902,3,0.6489,19,2.5576,8,0.9438,13,1.0625,1,0.4202,5,0.8591,9,1.2544,8,0.7944,1,0.0491,14,1.0460,19,1.2222,10,0.6882,9,0.6298,7,0.5183,7,0.6012,5,0.4721,1,0.4202,9,1.0974,11,1.4343,6,0.7409,10,1.1301,11,1.3429,5,0.4477
030201040104,19,0.2900,25,0.3385,32,0.6347,20,0.3887,14,0.2235,1,0.0347,4,0.0689,11,0.2419,7,0.0694,1,0.0351,14,1.3001,24,1.5518,19,0.4581,9,0.2309,11,0.3528,21,1.6624,18,1.5928,8,1.3884,11,1.4193,1,0.0351,17,1.2629,7,0.1325,18,1.3095,33,0.7537,26,0.4993,25,0.4749,26,0.5983,19,0.4911,20,0.4984,10,0.1796,10,0.2628,1,0.0115,1,0.0115,1,0.0115,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1,0.0115,1,0.0115,1,0.0115,4,0.0680,4,0.0680,4,0.0680,3,0.0600,10,0.3731,8,0.1948,9,0.3416,11,0.2845,6,0.1851,3,0.0509,4,0.1018,9,0.4008,7,0.2448,4,0.1436,1,0.0069,1,0.0351,3,0.0786,4,0.0847,0,0.0000,0,0.0000,5,0.0867,0,0.0000,19,0.4263,20,0.4369,1,0.0347,3,0.0587,5,0.1040,5,0.0792,7,0.1245,9,0.1363,10,0.1470,1,0.0351,9,0.3188,16,0.4965,10,0.3434,12,0.3144,11,0.3219,5,0.1295,5,0.1290,1,0.0069,1,0.0351,10,0.2814,3,0.0860,15,1.2562,7,0.1603,11,0.2546,1,0.0347,5,0.0758,8,0.1035,8,0.0959,1,0.0351,12,0.4762,15,0.4260,9,0.2027,9,0.3666,6,0.2228,7,0.2405,4,0.1148,1,0.0347,8,0.2627,8,0.1568,6,0.1164,8,0.2564,10,0.2903,4,0.0502
030201040105,22,0.9875,29,1.6404,36,2.2768,24,1.5113,20,0.7070,1,0.1739,4,0.3185,12,0.7137,7,0.3032,1,0.0478,14,1.2088,25,1.6971,21,0.9985,13,0.7062,16,1.1326,23,2.0381,18,1.6548,9,1.1328,12,1.5313,1,0.0478,17,1.2511,7,0.4505,18,1.5511,45,2.5559,27,1.4740,26,1.3975,33,2.2115,19,1.0266,20,0.9997,10,0.7074,10,0.3871,1,0.0539,3,0.0582,3,0.0582,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1,0.0539,1,0.0539,1,0.0539,4,0.1824,4,0.1824,4,0.1824,3,0.1207,10,0.4118,8,0.3317,9,0.3907,12,0.6332,6,0.3196,3,0.1543,4,0.2373,9,0.3164,7,0.2653,4,0.1720,1,0.0230,1,0.0478,3,0.1790,4,0.1997,0,0.0000,0,0.0000,5,0.1751,0,0.0000,23,1.3890,24,1.4250,1,0.1739,3,0.1564,5,0.3663,5,0.2552,7,0.4651,9,0.3883,10,0.4243,1,0.0478,9,0.4955,16,0.8129,10,0.4563,13,0.6738,11,0.5996,5,0.3312,5,0.2932,1,0.0230,1,0.0478,10,0.4262,3,0.2938,16,1.4584,7,0.4995,13,0.8544,1,0.1739,5,0.3415,8,0.4310,8,0.3610,1,0.0478,13,0.6111,16,0.7686,10,0.5092,9,0.5354,7,0.3751,7,0.4084,4,0.1819,1,0.1739,8,0.5617,9,0.5535,6,0.3784,8,0.4866,10,0.5913,4,0.1625
030201040106,20,1.5155,27,1.7849,35,2.0759,22,1.1524,15,0.9767,1,0.1412,4,0.2810,12,0.8018,7,0.2905,1,0.0915,15,1.1964,26,1.9562,22,1.8096,11,0.7849,14,1.0888,22,2.0275,18,1.7420,9,1.4438,12,1.4552,1,0.0915,20,1.4146,7,0.4251,21,1.2691,39,2.6453,27,1.8952,26,1.8373,28,2.2341,21,1.7478,21,1.7024,13,0.9539,10,0.8888,1,0.0589,1,0.0589,1,0.0589,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1,0.0589,1,0.0589,1,0.0589,4,0.3431,4,0.3431,4,0.3431,3,0.1946,10,1.0000,8,0.5844,9,0.9659,11,0.7412,6,0.4652,3,0.1384,4,0.2924,9,1.0698,7,0.6908,4,0.4049,1,0.0171,1,0.0915,3,0.2028,4,0.2325,0,0.0000,0,0.0000,5,0.3783,0,0.0000,20,1.1293,21,1.1515,1,0.1412,3,0.2093,5,0.3726,5,0.3123,7,0.4757,9,0.5974,10,0.6196,1,0.0915,9,0.8897,16,1.4237,10,0.9248,12,0.8314,11,0.8062,5,0.3657,5,0.4077,1,0.0171,1,0.0915,10,0.8484,3,0.3059,16,1.2738,7,0.5319,11,0.5326,1,0.1412,5,0.2981,8,0.5167,8,0.3223,1,0.0915,14,1.5848,18,1.4632,9,0.6468,9,1.0248,7,0.7886,7,0.7447,5,0.4385,1,0.1412,9,0.8483,9,0.7174,6,0.5694,9,0.9707,11,1.1104,5,0.1903
030201040107,22,0.5328,29,0.8238,39,1.0534,25,0.6628,20,0.3177,1,0.0618,4,0.1367,11,0.3954,7,0.1408,1,0.0320,15,0.5157,26,0.9108,22,0.6743,12,0.2236,16,0.3186,23,0.9773,18,0.7540,9,0.5743,12,0.6134,1,0.0320,19,0.5764,7,0.2057,21,0.6573,48,1.2190,26,0.8787,25,0.8482,34,0.9970,20,0.7055,20,0.6863,13,0.4020,10,0.2486,1,0.0217,3,0.0287,3,0.0287,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1,0.0217,1,0.0217,1,0.0217,4,0.1312,4,0.1312,4,0.1312,3,0.0907,10,0.3049,8,0.2323,9,0.3149,12,0.3396,6,0.1793,3,0.0739,4,0.1188,9,0.2642,7,0.2158,4,0.1315,1,0.0040,1,0.0320,3,0.0997,4,0.1221,0,0.0000,0,0.0000,5,0.1243,0,0.0000,23,0.5820,24,0.6052,1,0.0618,3,0.0838,5,0.1687,5,0.1228,7,0.2077,9,0.2399,10,0.2631,1,0.0320,9,0.3397,16,0.5471,10,0.3246,13,0.3766,11,0.3380,5,0.1642,5,0.1510,1,0.0040,1,0.0320,10,0.2898,3,0.1230,16,0.5595,7,0.2357,13,0.2702,1,0.0618,5,0.1407,8,0.2154,8,0.1877,1,0.0320,14,0.6281,18,0.7132,10,0.3517,9,0.4246,7,0.3840,7,0.3105,5,0.2111,1,0.0618,9,0.3883,9,0.3938,6,0.2690,9,0.3887,11,0.4506,5,0.1183
030201040108,22,0.6320,30,0.8772,36,0.9771,24,0.6236,23,0.5302,1,0.0738,4,0.1262,11,0.2737,7,0.1193,1,0.0289,14,0.9433,25,1.2001,22,0.6777,16,0.5330,20,0.7231,23,1.3807,18,1.1936,9,0.9661,12,1.1201,1,0.0289,17,0.9625,6,0.1778,19,1.0644,52,1.5310,25,0.6678,24,0.6362,35,1.3256,19,0.5273,19,0.4768,9,0.2959,10,0.2417,1,0.0225,3,0.0262,3,0.0262,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1,0.0225,1,0.0225,1,0.0225,4,0.0907,4,0.0907,4,0.0907,3,0.0622,10,0.2739,8,0.1880,9,0.2651,12,0.3239,6,0.1676,3,0.0618,4,0.1239,9,0.2553,7,0.1839,4,0.1142,1,0.0089,1,0.0289,3,0.0843,4,0.0927,0,0.0000,0,0.0000,4,0.0865,0,0.0000,23,0.5923,24,0.6001,1,0.0738,3,0.0735,5,0.1551,5,0.1149,7,0.1966,9,0.1852,10,0.1930,1,0.0289,9,0.2839,16,0.4594,10,0.2748,13,0.3567,11,0.3116,5,0.1503,5,0.1514,1,0.0089,1,0.0289,10,0.2496,3,0.1319,15,1.0312,7,0.2245,13,0.3348,1,0.0738,5,0.1352,8,0.1847,8,0.1389,1,0.0289,13,0.3774,16,0.3934,10,0.2616,9,0.3114,7,0.2040,7,0.2254,4,0.0948,1,0.0738,8,0.2753,8,0.2306,6,0.1757,8,0.2601,10,0.3014,4,0.0640
030201040109,23,1.1086,31,1.6043,39,1.8028,25,1.1094,27,0.9911,1,0.0986,4,0.1802,11,0.5141,7,0.1908,1,0.0454,15,1.5046,26,2.0422,22,1.2619,18,0.8129,22,1.1756,23,2.2608,18,1.9180,9,1.5958,12,1.6956,1,0.0454,19,1.7709,7,0.3033,21,1.8800,58,2.9819,26,1.2073,25,1.1682,36,2.2437,20,1.1021,20,0.8765,13,0.6132,10,0.4036,1,0.0319,3,0.0484,3,0.0484,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1,0.0319,1,0.0319,1,0.0319,4,0.2078,4,0.2078,4,0.2078,3,0.1159,10,0.4347,8,0.3126,9,0.4377,12,0.5252,6,0.2541,3,0.0985,4,0.1863,9,0.3982,7,0.3074,4,0.1875,1,0.0075,1,0.0454,3,0.1300,4,0.1529,0,0.0000,0,0.0000,5,0.1759,0,0.0000,23,0.9836,24,0.9974,1,0.0986,3,0.1132,5,0.2256,5,0.1762,7,0.2887,9,0.3653,10,0.3791,1,0.0454,9,0.4711,16,0.7617,10,0.4464,13,0.6264,11,0.5117,5,0.2386,5,0.2387,1,0.0075,1,0.0454,10,0.4097,3,0.1920,16,1.6381,7,0.3736,13,0.4390,1,0.0986,5,0.1878,8,0.3133,8,0.2539,1,0.0454,14,0.8121,18,0.8973,10,0.4920,9,0.5386,7,0.4741,7,0.4064,5,0.2368,1,0.0986,9,0.4839,9,0.4940,6,0.3391,9,0.5143,11,0.5842,5,0.1730
030201040201,23,2.6862,31,3.3643,38,4.4108,25,2.9601,25,2.1791,0,0.0000,3,0.1930,10,0.7950,7,0.4663,1,0.0793,15,2.1901,26,2.9306,22,2.3255,18,2.3434,22,3.2733,23,3.6930,18,3.1634,9,2.1199,12,2.6659,1,0.0793,20,2.6483,6,0.4442,20,2.8194,56,6.5649,26,2.2505,25,2.1441,35,5.4309,20,1.4545,20,1.1957,12,1.1160,10,0.7272,1,0.0897,3,0.1116,3,0.1116,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1,0.0897,1,0.0897,1,0.0897,4,0.3309,4,0.3309,4,0.3309,3,0.1838,10,0.6371,8,0.4595,9,0.6306,12,1.0475,6,0.5077,3,0.2332,4,0.4065,9,0.5630,7,0.4289,4,0.2828,1,0.0253,1,0.0793,3,0.2851,4,0.3144,0,0.0000,0,0.0000,5,0.2408,0,0.0000,23,2.4619,24,2.4971,0,0.0000,3,0.2372,4,0.2724,5,0.4008,6,0.4360,9,0.6549,10,0.6901,1,0.0793,9,0.6927,16,1.2078,10,0.6814,13,1.2637,11,1.0997,5,0.5355,5,0.4973,1,0.0253,1,0.0793,10,0.6940,2,0.1907,15,2.3507,6,0.5742,13,1.5538,0,0.0000,4,0.2183,7,0.3975,8,0.5780,1,0.0793,14,0.9384,18,1.0860,10,0.8165,9,0.8462,7,0.5707,7,0.6652,5,0.2716,0,0.0000,8,0.5416,8,0.5765,5,0.3103,8,0.5079,10,0.6695,5,0.2953
030201040202,20,4.8754,27,8.7027,35,8.3526,22,5.0836,15,1.9248,1,0.6674,4,1.3065,12,2.8659,7,1.5031,1,0.0836,14,1.2313,26,2.6136,23,4.5278,10,0.7502,13,2.0424,22,2.3381,18,1.6969,9,0.8869,11,1.7440,1,0.0836,20,2.5062,7,1.4615,21,2.9536,38,5.9804,29,5.2950,28,5.1776,28,6.4173,24,3.9784,22,3.7859,13,3.3688,10,2.1664,1,0.3475,1,0.3475,1,0.3475,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1,0.3475,1,0.3475,1,0.3475,4,0.8705,4,0.8705,4,0.8705,3,0.1944,10,0.9462,8,0.6658,9,0.8110,11,1.0917,6,0.3519,3,0.1405,4,0.7807,9,0.9091,7,0.6476,5,0.4377,1,0.0992,1,0.0836,3,0.1781,4,0.2077,0,0.0000,0,0.0000,7,0.9093,0,0.0000,20,3.2882,21,3.3594,1,0.6674,3,0.6514,5,1.3900,5,1.2449,7,1.9836,9,1.7689,10,1.8402,1,0.0836,9,1.0104,16,1.8252,10,0.8859,12,1.9586,11,1.4129,5,0.7250,5,1.1445,1,0.0992,1,0.0836,10,1.0087,3,1.0563,17,2.8948,7,1.3101,11,1.8408,1,0.6674,5,1.4057,9,2.2645,8,1.2874,1,0.0836,14,1.5096,18,1.6802,9,1.1781,9,0.8081,7,0.5704,7,1.2826,5,0.5077,1,0.6674,9,1.5961,11,2.3851,6,1.3841,10,1.6918,11,2.3651,5,0.4833
030201040203,23,1.4796,31,2.7844,39,2.7194,25,1.7677,27,1.1352,1,0.1590,4,0.3021,11,0.7732,7,0.3479,1,0.0429,14,0.6444,25,1.2216,22,1.6379,18,0.7931,22,1.3306,22,1.6046,17,1.0576,9,0.6535,12,0.9606,1,0.0429,20,1.0055,7,0.4546,20,1.1335,58,3.8669,28,1.6995,27,1.6570,36,3.0246,21,1.2714,20,1.1208,13,0.8986,10,0.5423,1,0.0679,3,0.0763,3,0.0763,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1,0.0679,1,0.0679,1,0.0679,4,0.2559,4,0.2559,4,0.2559,3,0.1257,10,0.4175,8,0.3114,9,0.4119,11,0.5823,5,0.2136,2,0.0828,4,0.2429,9,0.3627,7,0.2903,4,0.1780,1,0.0196,1,0.0429,3,0.1212,4,0.1538,0,0.0000,0,0.0000,6,0.2109,0,0.0000,23,1.2644,24,1.2823,1,0.1590,3,0.1681,5,0.3450,5,0.2950,7,0.4719,9,0.5023,10,0.5202,1,0.0429,9,0.4397,16,0.7549,10,0.4095,12,0.8008,10,0.5600,4,0.2541,5,0.3352,1,0.0196,1,0.0429,10,0.4228,3,0.2828,17,0.9792,7,0.4999,13,0.6151,1,0.1590,5,0.3217,9,0.5120,8,0.4121,1,0.0429,14,0.7779,17,0.8357,10,0.6203,9,0.5215,7,0.4347,7,0.5004,5,0.2681,1,0.1590,8,0.5753,10,0.7182,6,0.4588,9,0.5999,11,0.7500,5,0.2528
030201040204,23,1.1422,31,1.7775,39,2.1587,25,1.5347,26,1.1908,1,0.0000,4,0.0786,11,0.3726,7,0.2136,1,0.0230,15,0.6141,26,0.9095,22,0.9903,17,0.8153,21,1.4005,23,1.3207,18,0.9669,9,0.6053,12,0.8357,1,0.0230,20,0.8784,7,0.2755,21,0.9200,57,3.5527,28,0.8304,27,0.8105,36,2.4538,21,0.4930,21,0.4864,13,0.4981,10,0.2551,1,0.0343,3,0.0838,3,0.0838,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1,0.0343,1,0.0343,1,0.0343,4,0.1491,4,0.1491,4,0.1491,3,0.0704,10,0.1933,8,0.1249,9,0.1934,12,0.3858,6,0.1298,3,0.0471,4,0.1406,9,0.1604,7,0.1248,4,0.0814,1,0.0034,1,0.0230,3,0.0736,4,0.0989,0,0.0000,0,0.0000,6,0.0800,0,0.0000,23,1.0441,24,1.0537,1,0.0000,3,0.0920,5,0.1017,5,0.1596,7,0.1693,9,0.3058,10,0.3155,1,0.0230,9,0.1841,16,0.3442,10,0.1775,13,0.5110,11,0.3382,5,0.1465,5,0.1874,1,0.0034,1,0.0230,10,0.2041,3,0.0688,17,0.7059,7,0.3298,13,0.6446,1,0.0000,5,0.0820,9,0.1965,8,0.3580,1,0.0230,14,0.3460,18,0.4245,10,0.3469,9,0.2474,7,0.2076,7,0.2266,5,0.1191,1,0.0000,9,0.1999,10,0.2463,6,0.1168,9,0.1937,11,0.2692,5,0.2838
030201040205,22,4.4825,31,7.9725,39,8.0312,25,5.1626,26,2.5581,1,0.5102,4,0.9597,11,1.8646,7,1.1582,1,0.0822,14,1.1304,25,2.5323,22,4.0004,18,2.1870,22,3.2891,22,3.4586,17,2.2189,8,0.7428,11,2.0129,1,0.0822,19,2.1611,7,1.2029,21,3.0122,57,8.6831,28,4.2070,27,4.0562,36,8.0973,22,3.0916,21,2.6153,13,2.8286,10,1.6081,1,0.2836,3,0.2837,3,0.2837,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1,0.2836,1,0.2836,1,0.2836,4,0.5501,4,0.5501,4,0.5501,3,0.1749,10,0.7065,8,0.5277,9,0.6375,12,1.3873,6,0.4974,3,0.2656,4,0.7554,9,0.6007,7,0.4608,4,0.3124,1,0.0639,1,0.0822,3,0.3061,4,0.3167,0,0.0000,0,0.0000,6,0.4063,0,0.0000,23,3.3138,24,3.3293,1,0.5102,3,0.5161,5,1.0419,5,1.0033,7,1.5291,9,1.2766,10,1.2921,1,0.0822,9,0.7921,16,1.5430,10,0.7035,13,2.2196,11,1.7174,5,0.8052,5,1.0091,1,0.0639,1,0.0822,10,0.8713,3,0.8527,16,2.1160,7,1.2730,13,2.0728,1,0.5102,5,1.0236,9,1.5501,8,1.1544,1,0.0822,14,1.2244,18,1.6519,10,1.1657,9,0.7452,7,0.5947,7,1.0183,5,0.4006,1,0.5102,9,1.3085,10,1.5872,6,1.0456,9,1.2393,11,1.7794,5,0.6039
030201040206,23,3.4169,31,5.7618,39,6.3946,25,4.4641,30,3.9319,1,0.1781,4,0.3797,11,1.2432,7,0.5896,1,0.0713,15,0.9607,26,1.8912,22,3.1470,20,2.7750,24,4.6103,23,3.4585,18,1.9682,9,0.9476,12,1.7845,1,0.0713,20,1.6265,7,1.0221,21,1.9393,60,11.4307,28,2.6403,27,2.5649,36,7.7996,21,1.7121,21,1.5814,13,1.5583,10,0.8188,1,0.0884,3,0.2461,3,0.2461,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1,0.0884,1,0.0884,1,0.0884,4,0.4772,4,0.4772,4,0.4772,3,0.2086,10,0.6141,8,0.4175,9,0.5951,12,1.4400,6,0.4023,3,0.1619,4,0.4465,9,0.5052,7,0.4148,4,0.2631,1,0.0155,1,0.0713,3,0.2471,4,0.3121,0,0.0000,0,0.0000,6,0.3261,0,0.0000,23,3.1233,24,3.1414,1,0.1781,3,0.2548,5,0.4510,5,0.4425,7,0.6387,9,0.9231,10,0.9412,1,0.0713,9,0.5936,16,1.0950,10,0.5854,13,1.8231,11,1.0535,5,0.4681,5,0.5819,1,0.0155,1,0.0713,10,0.6467,3,0.3879,17,1.5037,7,1.1372,13,1.7933,1,0.1781,5,0.3952,9,0.7423,8,0.9950,1,0.0713,14,1.1043,18,1.4187,10,1.3257,9,0.7720,7,0.6615,7,0.7296,5,0.3661,1,0.1781,9,0.7968,10,1.0270,6,0.5542,9,0.7850,11,1.0028,5,0.8064
