HUC12RNG,NS_CA_4.2.10c,UR_CA_4.2.10c,NS_CA_4.2.11c,UR_CA_4.2.11c,NS_CA_4.2.12,UR_CA_4.2.12,NS_CA_4.2.13c,UR_CA_4.2.13c,NS_CA_4.2.14,UR_CA_4.2.14,NS_CA_4.2.7c,UR_CA_4.2.7c,NS_CA_4.2.8c,UR_CA_4.2.8c,NS_CA_4.2.9c,UR_CA_4.2.9c,NS_CT_4.4.1,UR_CT_4.4.1,NS_CT_4.4.11,UR_CT_4.4.11,NS_CT_4.4.13,UR_CT_4.4.13,NS_CT_4.4.14u,UR_CT_4.4.14u,NS_CT_4.4.15,UR_CT_4.4.15,NS_CT_4.4.16,UR_CT_4.4.16,NS_CT_4.4.17h,UR_CT_4.4.17h,NS_CT_4.4.17s,UR_CT_4.4.17s,NS_CT_4.4.17w,UR_CT_4.4.17w,NS_CT_4.4.18,UR_CT_4.4.18,NS_CT_4.4.8,UR_CT_4.4.8,NS_CT_4.4.9,UR_CT_4.4.9,NS_CW_4.3.10,UR_CW_4.3.10,NS_CW_4.3.11,UR_CW_4.3.11,NS_CW_4.3.2,UR_CW_4.3.2,NS_CW_4.3.3,UR_CW_4.3.3,NS_CW_4.3.4,UR_CW_4.3.4,NS_CW_4.3.6,UR_CW_4.3.6,NS_CW_4.3.7,UR_CW_4.3.7,NS_CW_4.3.8,UR_CW_4.3.8,NS_CW_4.3.9,UR_CW_4.3.9,NS_CW_4.4.14w,UR_CW_4.4.14w,NS_MA_4.2.13a,UR_MA_4.2.13a,NS_MA_4.2.13b,UR_MA_4.2.13b,NS_MA_4.2.13c,UR_MA_4.2.13c,NS_MA_4.2.6a,UR_MA_4.2.6a,NS_MA_4.2.7a,UR_MA_4.2.7a,NS_MA_4.2.7b,UR_MA_4.2.7b,NS_MA_4.2.7c,UR_MA_4.2.7c,NS_MA_4.2.8a,UR_MA_4.2.8a,NS_MA_4.2.8b,UR_MA_4.2.8b,NS_MA_4.2.8c,UR_MA_4.2.8c,NS_MA_4.2.9a,UR_MA_4.2.9a,NS_MA_4.2.9b,UR_MA_4.2.9b,NS_MA_4.2.9c,UR_MA_4.2.9c,NS_MT_4.4.1,UR_MT_4.4.1,NS_MT_4.4.10,UR_MT_4.4.10,NS_MT_4.4.11,UR_MT_4.4.11,NS_MT_4.4.12,UR_MT_4.4.12,NS_MT_4.4.17h,UR_MT_4.4.17h,NS_MT_4.4.17s,UR_MT_4.4.17s,NS_MT_4.4.17w,UR_MT_4.4.17w,NS_MT_4.4.18,UR_MT_4.4.18,NS_MT_4.4.2,UR_MT_4.4.2,NS_MT_4.4.3,UR_MT_4.4.3,NS_MT_4.4.4,UR_MT_4.4.4,NS_MT_4.4.5,UR_MT_4.4.5,NS_MT_4.4.6,UR_MT_4.4.6,NS_MT_4.4.7,UR_MT_4.4.7,NS_MT_4.4.8,UR_MT_4.4.8,NS_MW_4.3.1,UR_MW_4.3.1,NS_MW_4.3.10,UR_MW_4.3.10,NS_MW_4.3.5,UR_MW_4.3.5,NS_MW_4.3.9,UR_MW_4.3.9,NS_PA_4.2.13b,UR_PA_4.2.13b,NS_PA_4.2.13c,UR_PA_4.2.13c,NS_PA_4.2.7b,UR_PA_4.2.7b,NS_PA_4.2.7c,UR_PA_4.2.7c,NS_PA_4.2.8b,UR_PA_4.2.8b,NS_PA_4.2.8c,UR_PA_4.2.8c,NS_PA_4.2.9b,UR_PA_4.2.9b,NS_PA_4.2.9c,UR_PA_4.2.9c,NS_PT_4.4.1,UR_PT_4.4.1,NS_PT_4.4.10,UR_PT_4.4.10,NS_PT_4.4.11,UR_PT_4.4.11,NS_PT_4.4.13,UR_PT_4.4.13,NS_PT_4.4.17h,UR_PT_4.4.17h,NS_PT_4.4.17s,UR_PT_4.4.17s,NS_PT_4.4.17w,UR_PT_4.4.17w,NS_PT_4.4.18,UR_PT_4.4.18,NS_PT_4.4.5,UR_PT_4.4.5,NS_PT_4.4.8,UR_PT_4.4.8,NS_PT_4.4.9,UR_PT_4.4.9,NS_PW_4.3.10,UR_PW_4.3.10,NS_PW_4.3.5,UR_PW_4.3.5,NS_PW_4.3.9,UR_PW_4.3.9,NS_SA_4.2.13c,UR_SA_4.2.13c,NS_SA_4.2.7c,UR_SA_4.2.7c,NS_SA_4.2.8c,UR_SA_4.2.8c,NS_SA_4.2.9c,UR_SA_4.2.9c,NS_ST_4.4.1,UR_ST_4.4.1,NS_ST_4.4.11,UR_ST_4.4.11,NS_ST_4.4.13,UR_ST_4.4.13,NS_ST_4.4.17h,UR_ST_4.4.17h,NS_ST_4.4.17s,UR_ST_4.4.17s,NS_ST_4.4.17w,UR_ST_4.4.17w,NS_ST_4.4.18,UR_ST_4.4.18,NS_ST_4.4.9,UR_ST_4.4.9,NS_SW_4.3.11,UR_SW_4.3.11,NS_SW_4.3.4,UR_SW_4.3.4,NS_SW_4.3.5,UR_SW_4.3.5,NS_SW_4.3.7,UR_SW_4.3.7,NS_SW_4.3.8,UR_SW_4.3.8,NS_SW_4.3.9,UR_SW_4.3.9
030300030602,5,0.1464,8,0.3016,8,0.2278,4,0.0608,2,0.0677,1,0.0394,4,0.1033,3,0.0477,2,0.1270,10,0.5775,17,0.8881,12,0.5125,5,0.3126,0,0.0000,14,0.6825,14,0.7009,5,0.2580,5,0.3081,1,0.0556,10,0.7097,2,0.1177,11,0.5762,8,0.3698,15,0.8297,13,0.7739,7,0.3096,12,0.7526,10,0.5669,4,0.1833,6,0.2495,1,0.0430,1,0.0430,1,0.0430,0,0.0000,1,0.0922,1,0.0922,1,0.0922,1,0.0922,1,0.0922,1,0.0922,4,0.1226,4,0.1226,3,0.0513,4,0.2675,10,0.5170,6,0.2753,10,0.6010,9,0.5313,7,0.4167,4,0.2440,3,0.1855,5,0.2502,5,0.2455,4,0.2742,1,0.0028,2,0.1270,2,0.1454,3,0.2074,2,0.0915,1,0.0201,7,0.5088,1,0.0201,7,0.2513,8,0.2943,4,0.2586,4,0.2586,4,0.2586,4,0.2586,5,0.1747,5,0.1747,2,0.1270,3,0.1864,12,0.7322,7,0.3479,9,0.5103,10,0.5633,3,0.1579,2,0.1270,1,0.0028,2,0.1270,8,0.4466,3,0.1471,12,0.7890,4,0.2116,1,0.0394,2,0.0422,2,0.1183,1,0.0394,1,0.0556,8,0.4685,11,0.5373,7,0.4241,7,0.4220,4,0.2579,3,0.1298,0,0.0000,4,0.1610,4,0.2825,2,0.1449,4,0.3222,1,0.0789,0,0.0000
030300030603,8,0.2855,10,0.4270,11,0.4307,4,0.1410,3,0.0948,1,0.0750,5,0.1880,3,0.0908,2,0.2081,10,0.9231,21,2.3740,13,1.3300,5,0.4236,0,0.0000,15,1.6959,15,1.7612,7,1.3396,5,0.4235,1,0.0806,10,1.0357,2,0.1739,13,0.8775,9,0.4697,15,1.1223,13,1.0590,7,0.3859,13,1.4701,13,0.8866,5,0.2879,6,0.3631,1,0.0733,1,0.0733,1,0.0733,0,0.0000,1,0.1340,1,0.1340,1,0.1340,1,0.1340,1,0.1340,1,0.1340,4,0.2167,4,0.2167,3,0.0891,4,0.4146,10,0.9107,6,0.4253,11,1.3489,9,0.7195,7,0.5939,4,0.3484,3,0.2773,5,0.4844,5,0.4083,4,0.3949,1,0.0011,2,0.2081,2,0.1933,3,0.2866,2,0.1515,1,0.0239,7,0.7235,1,0.0239,8,0.4260,9,0.4993,4,0.4171,4,0.4171,4,0.4171,4,0.4171,5,0.2989,5,0.2989,2,0.2081,4,0.3658,14,1.2112,7,0.5841,10,0.7130,11,0.7752,4,0.2181,2,0.2081,1,0.0011,2,0.2081,8,0.6691,3,0.2320,12,1.0968,4,0.3214,1,0.0750,2,0.0761,2,0.1989,1,0.0750,1,0.0806,9,0.9424,14,0.9742,7,0.5078,7,0.5507,5,0.5157,3,0.2092,0,0.0000,5,0.2314,4,0.3735,2,0.2159,4,0.4202,1,0.1239,0,0.0000
030300030604,5,0.2814,8,0.3617,8,0.4246,4,0.1520,2,0.0657,1,0.0517,4,0.1369,3,0.0794,2,0.1465,10,0.6124,19,1.0850,13,0.7958,5,0.2979,0,0.0000,15,0.8909,15,0.9398,7,0.4712,5,0.2960,1,0.0575,10,0.7448,2,0.1154,13,0.5417,8,0.3949,15,0.8115,13,0.7693,7,0.3462,12,0.9927,11,0.6154,6,0.2048,6,0.2911,1,0.1444,1,0.1444,1,0.1444,0,0.0000,1,0.0904,1,0.0904,1,0.0904,1,0.0904,1,0.0904,1,0.0904,4,0.2612,4,0.2612,3,0.1722,4,0.2789,10,0.6139,6,0.2738,11,0.6367,9,0.5002,7,0.4134,4,0.2441,3,0.1926,5,0.3599,5,0.3021,4,0.3010,1,0.0021,2,0.1465,2,0.1315,3,0.1894,2,0.1224,1,0.0334,7,0.5285,1,0.0334,7,0.3025,8,0.4469,4,0.2886,4,0.2886,4,0.2886,4,0.2886,5,0.2260,5,0.2260,2,0.1465,3,0.1833,12,0.7661,7,0.3814,9,0.4776,10,0.5177,3,0.1414,2,0.1465,1,0.0021,2,0.1465,8,0.4871,3,0.1799,12,0.7983,5,0.2532,1,0.0517,2,0.0538,2,0.1502,1,0.0517,1,0.0575,9,0.5193,14,0.5053,7,0.3423,7,0.3625,5,0.2272,3,0.1486,0,0.0000,4,0.1478,4,0.2880,2,0.1535,4,0.3226,1,0.0985,0,0.0000
030300030605,5,0.0838,9,0.1486,8,0.1341,4,0.0480,2,0.0311,1,0.0226,4,0.0607,3,0.0332,2,0.0747,10,0.3053,18,0.4274,13,0.2915,5,0.1409,0,0.0000,14,0.2657,14,0.2956,6,0.1043,5,0.1417,1,0.0275,10,0.3842,3,0.0738,11,0.2713,8,0.1447,16,0.4320,14,0.4087,7,0.1226,12,0.3791,10,0.3277,5,0.1129,6,0.1563,1,0.0232,1,0.0232,1,0.0232,0,0.0000,1,0.0468,1,0.0468,1,0.0468,1,0.0468,1,0.0468,1,0.0468,4,0.0810,4,0.0810,3,0.0338,4,0.1442,10,0.3301,6,0.1417,10,0.3219,9,0.2292,7,0.1927,4,0.1123,3,0.0923,5,0.1934,5,0.1595,4,0.1583,1,0.0060,2,0.0747,2,0.0620,3,0.0931,2,0.0660,1,0.0188,8,0.2842,1,0.0188,7,0.1513,8,0.1744,4,0.1441,4,0.1441,4,0.1441,4,0.1441,5,0.1079,5,0.1079,2,0.0747,3,0.0919,12,0.3874,7,0.1999,9,0.2224,10,0.2396,3,0.0567,2,0.0747,1,0.0060,2,0.0747,8,0.2533,3,0.0934,13,0.4216,4,0.1308,1,0.0226,2,0.0286,2,0.0737,1,0.0226,1,0.0275,9,0.2643,12,0.2542,7,0.1526,7,0.1696,5,0.1041,3,0.0807,0,0.0000,4,0.0750,5,0.1664,2,0.0762,4,0.1617,1,0.0511,0,0.0000
030300030606,8,0.1579,10,0.2532,11,0.2890,4,0.1166,3,0.0582,1,0.0317,5,0.0917,3,0.0414,2,0.0990,10,0.4889,19,0.9278,13,0.6331,5,0.2049,0,0.0000,15,0.6692,15,0.6715,7,0.3883,5,0.1833,1,0.0427,10,0.4025,2,0.0757,12,0.5398,9,0.2173,15,0.5305,13,0.4737,7,0.1665,12,0.5288,12,0.3955,5,0.1425,6,0.1920,1,0.0462,1,0.0462,1,0.0462,0,0.0000,1,0.0471,1,0.0471,1,0.0471,1,0.0471,1,0.0471,1,0.0471,4,0.1121,4,0.1121,3,0.0559,4,0.1767,10,0.5642,6,0.2515,11,0.4228,9,0.4329,7,0.3315,4,0.2009,3,0.1297,5,0.2521,5,0.1803,4,0.1495,1,0.0027,2,0.0990,2,0.0892,3,0.1222,2,0.0704,1,0.0141,7,0.2761,1,0.0141,8,0.2666,9,0.3128,4,0.1778,4,0.1778,4,0.1778,4,0.1778,5,0.1404,5,0.1404,2,0.0990,3,0.1842,13,0.5671,7,0.3376,10,0.4199,11,0.4739,4,0.1484,2,0.0990,1,0.0027,2,0.0990,8,0.3801,3,0.1131,12,0.5177,4,0.1694,1,0.0317,2,0.0344,2,0.0614,1,0.0317,1,0.0427,9,0.4592,13,0.5913,7,0.2672,7,0.3038,5,0.2415,3,0.1017,0,0.0000,4,0.1617,4,0.1582,2,0.0800,4,0.1294,1,0.0297,0,0.0000
030300030607,7,0.3539,11,0.4474,11,0.5362,5,0.1779,3,0.1090,1,0.0710,6,0.2113,3,0.0987,2,0.2166,10,0.9133,18,1.7625,14,1.2721,5,0.4168,0,0.0000,14,1.1928,14,1.2655,6,0.7759,5,0.4052,1,0.0822,10,1.0660,3,0.1733,12,0.8583,10,0.4757,17,1.1665,15,1.1017,8,0.3868,12,1.3942,12,0.9459,6,0.2960,6,0.3844,1,0.1224,1,0.1224,1,0.1224,0,0.0000,1,0.1377,1,0.1377,1,0.1377,1,0.1377,1,0.1377,1,0.1377,4,0.2845,4,0.2845,3,0.1501,4,0.4159,10,0.9516,6,0.4203,10,0.8976,9,0.7013,7,0.5787,4,0.3469,3,0.2725,5,0.5198,5,0.4338,4,0.4371,1,0.0031,2,0.2166,2,0.1882,3,0.2790,2,0.1733,1,0.0389,8,0.7524,1,0.0389,9,0.4681,10,0.5904,4,0.4253,4,0.4253,4,0.4253,4,0.4253,5,0.3153,5,0.3153,2,0.2166,3,0.2975,13,1.1637,7,0.5926,10,0.7114,11,0.7731,4,0.2231,2,0.2166,1,0.0031,2,0.2166,8,0.7122,3,0.2555,14,1.1339,4,0.3507,1,0.0710,2,0.0741,2,0.1992,1,0.0710,1,0.0822,9,0.8891,13,0.9243,7,0.4657,7,0.5175,5,0.4347,3,0.2197,0,0.0000,4,0.2298,6,0.4049,2,0.2089,4,0.4339,1,0.1282,0,0.0000
030300030608,6,0.1915,9,0.3845,10,0.4400,5,0.2482,3,0.0553,1,0.0398,5,0.2759,3,0.0612,2,0.1254,10,0.5318,18,0.7632,14,0.6326,5,0.2470,1,0.0000,14,0.4765,14,0.5240,6,0.1862,5,0.2423,1,0.0474,10,0.6409,2,0.1075,11,0.4775,10,0.4312,16,0.8521,14,0.8207,8,0.3889,12,0.6474,10,0.5322,4,0.1545,6,0.2120,1,0.0828,1,0.0828,1,0.0828,0,0.0000,1,0.0926,1,0.0926,1,0.0926,1,0.0926,1,0.0926,1,0.0926,5,0.1822,5,0.1822,4,0.1043,4,0.2515,10,0.5175,6,0.2463,10,0.5374,9,0.3957,7,0.3312,4,0.1998,3,0.1584,5,0.2795,5,0.2604,4,0.2737,1,0.0010,2,0.1254,2,0.1140,3,0.1740,2,0.1073,1,0.0294,7,0.4679,1,0.0294,9,0.4221,10,0.5049,4,0.2577,4,0.2577,4,0.2577,4,0.2577,6,0.1866,6,0.1866,2,0.1254,3,0.1672,12,0.6762,7,0.3305,9,0.3893,10,0.4198,3,0.1087,2,0.1254,1,0.0010,2,0.1254,8,0.4066,3,0.1547,13,0.8372,4,0.1986,1,0.0398,2,0.0407,2,0.1186,1,0.0398,1,0.0474,9,0.4425,12,0.4348,7,0.2778,7,0.3048,5,0.1862,3,0.1263,0,0.0000,4,0.1271,5,0.4085,2,0.1277,4,0.2691,1,0.0789,0,0.0000
030300040101,7,0.4504,11,0.6126,11,0.6310,5,0.1769,3,0.1495,1,0.0907,6,0.2444,3,0.1265,2,0.2624,10,1.0981,19,2.2937,14,1.6833,5,0.5272,0,0.0000,15,1.5986,15,1.6776,7,1.0668,5,0.5154,1,0.1021,10,1.1560,3,0.2512,13,1.1861,10,0.5983,17,1.3561,15,1.2534,8,0.4799,12,1.5500,12,1.0229,7,0.4419,6,0.5231,1,0.1428,1,0.1428,1,0.1428,0,0.0000,1,0.1480,1,0.1480,1,0.1480,1,0.1480,1,0.1480,1,0.1480,4,0.3389,4,0.3389,3,0.1786,4,0.5011,10,1.1728,6,0.5327,11,1.1548,9,0.9056,7,0.7396,4,0.4137,3,0.3527,5,0.6591,5,0.5481,4,0.3954,1,0.0215,2,0.2624,2,0.2173,3,0.3189,2,0.2220,1,0.0617,8,0.8301,1,0.0617,9,0.5743,10,0.7171,4,0.5011,4,0.5011,4,0.5011,4,0.5011,5,0.3888,5,0.3888,2,0.2624,3,0.3387,13,1.4470,7,0.7388,10,1.0285,11,1.1097,4,0.2965,2,0.2624,1,0.0215,2,0.2624,8,0.8936,3,0.3241,14,1.3325,5,0.4690,1,0.0907,2,0.1122,2,0.2519,1,0.0907,1,0.1021,9,1.1796,14,1.3417,7,0.7154,7,0.7877,5,0.6506,3,0.2838,0,0.0000,4,0.3926,6,0.4016,2,0.2720,4,0.3958,1,0.1612,0,0.0000
030300040102,7,0.8460,10,0.9421,11,1.3314,5,0.5873,4,0.2367,1,0.0874,7,0.9111,3,0.2718,2,0.2484,10,0.9670,18,1.5491,14,1.2431,5,0.4484,1,0.0000,14,1.0994,14,1.1903,6,0.4965,5,0.4320,1,0.0952,10,1.0568,3,0.1954,13,1.7149,11,1.0448,17,1.3863,15,1.3161,8,0.8949,12,0.9783,12,0.9825,7,1.1302,6,0.4520,1,0.4024,1,0.4024,1,0.4024,0,0.0000,1,0.1677,1,0.1677,1,0.1677,1,0.1677,1,0.1677,1,0.1677,5,0.7400,5,0.7400,4,0.5868,4,0.4534,10,1.0501,6,0.4191,10,1.0031,9,0.7658,7,0.6422,4,0.3668,3,0.3120,5,0.6317,5,0.4788,4,0.3496,1,0.0079,2,0.2484,2,0.1901,3,0.2767,2,0.1890,1,0.0358,8,0.7045,1,0.0358,10,0.9319,11,1.3343,4,0.5035,4,0.5035,4,0.5035,4,0.5035,6,0.5202,6,0.5202,2,0.2484,3,0.2800,12,1.1970,7,0.6388,9,0.8399,10,0.9022,3,0.1993,2,0.2484,1,0.0079,2,0.2484,8,0.7858,3,0.2842,14,1.3284,5,1.1634,1,0.0874,2,0.0952,2,0.2383,1,0.0874,1,0.0952,9,0.9980,14,1.8105,7,0.5801,7,0.6634,5,0.4965,3,0.2563,0,0.0000,4,0.3359,6,0.5154,2,0.2464,4,0.3449,1,0.1509,0,0.0000
030300040103,6,0.5628,10,0.3945,11,0.7113,6,0.1797,3,0.1226,1,0.0660,7,0.4541,3,0.1329,2,0.1833,10,0.7657,18,1.5607,15,1.0830,5,0.3581,0,0.0000,14,1.1089,14,1.1715,6,0.6859,5,0.3405,1,0.0701,10,0.8866,2,0.1449,13,1.2034,11,0.4883,17,0.9576,15,0.9025,9,0.4009,13,1.1461,12,0.7885,6,0.6833,6,0.3086,1,0.3313,1,0.3313,1,0.3313,0,0.0000,1,0.1150,1,0.1150,1,0.1150,1,0.1150,1,0.1150,1,0.1150,4,0.5115,4,0.5115,3,0.3982,4,0.3529,10,0.7496,6,0.3221,10,0.7444,9,0.5914,7,0.4916,4,0.2898,3,0.2382,5,0.4155,5,0.3531,4,0.3469,1,0.0046,2,0.1833,2,0.1513,3,0.2261,2,0.1355,1,0.0222,7,0.6044,1,0.0222,10,0.4370,11,0.7684,4,0.3644,4,0.3644,4,0.3644,4,0.3644,5,0.3163,5,0.3163,2,0.1833,3,0.2327,12,0.9336,7,0.4946,9,0.6562,10,0.7068,3,0.1756,3,0.1834,1,0.0046,2,0.1833,8,0.5700,4,0.2056,14,0.9054,6,0.7021,1,0.0660,2,0.0706,2,0.1797,1,0.0660,1,0.0701,9,0.7764,14,1.2813,7,0.4608,7,0.5101,5,0.4015,3,0.1879,0,0.0000,4,0.2633,5,0.3082,2,0.1763,4,0.3525,1,0.1137,0,0.0000
030300040104,7,0.3013,10,0.5281,11,0.5711,5,0.2813,4,0.1059,1,0.0583,5,0.3097,3,0.1019,2,0.1579,10,0.6360,18,1.2540,14,1.0400,5,0.3205,1,0.0000,14,0.9807,14,1.0315,6,0.5073,5,0.3112,1,0.0627,10,0.7306,3,0.1476,12,0.9909,11,0.5605,17,1.0050,15,0.9453,8,0.4854,12,0.9788,10,0.6250,6,0.5448,6,0.3304,1,0.1158,1,0.1158,1,0.1158,0,0.0000,1,0.0995,1,0.0995,1,0.0995,1,0.0995,1,0.0995,1,0.0995,5,0.2545,5,0.2545,4,0.1593,4,0.3033,10,0.6796,6,0.3266,10,0.7116,9,0.5180,7,0.4235,4,0.2341,3,0.2093,5,0.3995,5,0.3593,4,0.2850,1,0.0153,2,0.1579,2,0.1291,3,0.1926,2,0.1566,1,0.0614,8,0.5391,1,0.0614,10,0.5224,11,0.6381,4,0.3157,4,0.3157,4,0.3157,4,0.3157,6,0.2598,6,0.2598,2,0.1579,3,0.1860,12,0.8444,7,0.4277,9,0.5864,10,0.6308,3,0.1347,2,0.1579,1,0.0153,2,0.1579,8,0.5590,3,0.2193,14,0.9872,5,0.6099,1,0.0583,2,0.0736,2,0.1608,1,0.0583,1,0.0627,9,0.5687,13,0.9595,7,0.4457,7,0.4826,5,0.2528,3,0.1732,0,0.0000,4,0.2552,6,0.4099,2,0.1663,4,0.2692,1,0.1024,0,0.0000
030300040105,7,0.3962,10,0.4046,11,0.5363,5,0.1349,3,0.1169,1,0.0696,7,0.2048,3,0.1067,2,0.2025,10,0.9287,19,1.9764,14,1.3185,5,0.4158,0,0.0000,14,1.2891,14,1.3538,6,0.8560,5,0.4082,1,0.0770,10,1.0166,2,0.1708,14,1.4437,10,0.4661,16,1.1438,14,1.0746,8,0.3761,12,1.4024,13,0.9319,6,0.7281,6,0.3214,1,0.1599,1,0.1599,1,0.1599,0,0.0000,1,0.0000,1,0.0000,1,0.0000,1,0.0000,1,0.0000,1,0.0000,4,0.3224,4,0.3224,3,0.1969,4,0.4035,10,0.8641,6,0.4409,10,0.8594,9,0.6900,7,0.5714,4,0.3474,3,0.2716,5,0.4202,5,0.4228,4,0.4574,1,0.0084,2,0.2025,2,0.1812,3,0.2751,2,0.1715,1,0.0460,7,0.7390,1,0.0460,9,0.4461,10,0.6060,4,0.2721,4,0.2721,4,0.2721,4,0.2721,5,0.3092,5,0.3092,2,0.2025,3,0.3149,13,1.1730,7,0.5992,10,0.7993,11,0.8601,4,0.2568,2,0.2025,1,0.0084,2,0.2025,8,0.6608,3,0.2484,13,1.0800,5,0.7619,1,0.0696,2,0.0780,2,0.1752,1,0.0696,1,0.0770,9,0.9335,15,1.5599,7,0.5565,7,0.5916,5,0.4981,3,0.2108,0,0.0000,5,0.3349,5,0.3928,2,0.1773,4,0.4342,1,0.1056,0,0.0000
030300040106,7,0.5329,9,0.3521,10,0.6585,4,0.1259,3,0.1033,1,0.0633,5,0.1861,3,0.0937,2,0.1841,10,0.8284,19,1.7777,13,1.1768,5,0.3753,0,0.0000,14,1.2214,14,1.2729,6,0.7825,5,0.3601,1,0.0716,11,0.8701,2,0.1445,15,1.3977,9,0.4117,16,0.9673,14,0.9003,7,0.3301,12,1.1477,13,0.8030,7,0.7107,6,0.2863,1,0.3239,1,0.3239,1,0.3239,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,4,0.4668,4,0.4668,3,0.3543,4,0.3514,10,0.7683,6,0.3726,10,0.7700,9,0.6611,7,0.5432,4,0.3213,3,0.2562,5,0.3728,5,0.3555,4,0.3631,1,0.0061,2,0.1841,2,0.1533,3,0.2262,2,0.1446,1,0.0322,7,0.6061,1,0.0322,8,0.3936,9,0.7175,3,0.2474,3,0.2474,3,0.2474,3,0.2474,5,0.2778,5,0.2778,2,0.1841,3,0.2658,13,1.0259,7,0.5387,10,0.7935,11,0.8544,4,0.2545,2,0.1841,1,0.0061,2,0.1841,8,0.5819,3,0.2162,12,0.9121,5,0.7110,1,0.0633,2,0.0694,2,0.1562,1,0.0633,1,0.0716,9,0.8612,15,1.5027,7,0.5445,7,0.5916,5,0.4862,3,0.1901,0,0.0000,5,0.3561,4,0.3020,2,0.1613,4,0.3424,1,0.0928,0,0.0000
030300040201,8,0.5463,10,0.3993,11,0.6835,4,0.1451,3,0.0972,1,0.0637,5,0.1991,3,0.0910,2,0.1315,10,0.6663,20,2.1992,12,1.0068,5,0.3070,0,0.0000,15,1.6036,15,1.6074,7,1.2155,5,0.2918,1,0.0569,11,0.5462,2,0.1015,14,1.0695,9,0.3834,15,0.7100,14,0.6392,7,0.3063,13,0.8259,13,0.6049,6,0.3553,5,0.1776,1,0.3349,1,0.3349,1,0.3349,0,0.0000,1,0.0393,1,0.0393,1,0.0393,1,0.0393,1,0.0393,1,0.0393,4,0.4368,4,0.4368,3,0.3622,4,0.2417,9,0.6224,5,0.3442,11,1.0190,9,0.6112,7,0.4730,4,0.2682,3,0.2080,5,0.2456,5,0.2189,4,0.1825,0,0.0000,2,0.1315,2,0.1155,3,0.1601,2,0.0965,1,0.0219,7,0.3229,1,0.0219,8,0.3440,9,0.6789,4,0.2344,4,0.2344,4,0.2344,4,0.2344,5,0.2225,5,0.2225,2,0.1315,4,0.3791,14,0.9025,6,0.4435,10,0.7220,11,0.7927,4,0.2434,2,0.1315,0,0.0000,2,0.1315,8,0.4476,3,0.1534,12,0.6200,4,0.2360,1,0.0637,1,0.0637,2,0.0797,1,0.0637,1,0.0569,9,0.7468,13,1.1797,7,0.5160,7,0.5482,5,0.5031,2,0.1315,0,0.0000,5,0.3993,4,0.1308,2,0.0818,4,0.1412,1,0.0160,0,0.0000
030300040202,8,0.6083,11,0.4110,11,0.7596,4,0.1733,3,0.1107,1,0.0700,5,0.2498,3,0.1121,2,0.1450,10,0.7062,20,2.6966,12,1.1196,5,0.3051,0,0.0000,15,1.6400,15,1.6774,7,1.3713,5,0.3096,1,0.0583,11,0.4998,3,0.1244,15,1.8596,9,0.3632,16,0.6457,15,0.5965,7,0.2810,13,0.8742,13,0.8649,8,0.8952,5,0.1709,1,0.3515,1,0.3515,1,0.3515,0,0.0000,1,0.0260,1,0.0260,1,0.0260,1,0.0260,1,0.0260,1,0.0260,4,0.4802,4,0.4802,3,0.3936,4,0.2641,9,0.6542,5,0.3876,11,1.1242,9,0.5635,7,0.4539,4,0.2275,3,0.2310,5,0.2431,5,0.2199,4,0.1857,0,0.0000,2,0.1450,2,0.0971,3,0.1507,2,0.1163,1,0.0297,8,0.3265,1,0.0297,8,0.3873,9,0.7389,4,0.2410,4,0.2410,4,0.2410,4,0.2410,5,0.2571,5,0.2571,2,0.1450,4,0.5017,14,1.0704,6,0.4684,10,0.7193,11,0.7685,4,0.2276,2,0.1450,0,0.0000,2,0.1450,8,0.4263,3,0.1746,13,0.5988,5,0.7483,1,0.0700,1,0.0700,2,0.0833,1,0.0700,1,0.0583,9,0.8431,14,1.9844,7,0.5090,7,0.5660,5,0.5699,2,0.1450,0,0.0000,5,0.6464,5,0.1142,2,0.0895,4,0.1078,1,0.0133,0,0.0000
